,Disease A,Disease B,Epidemiological network,Genetic network,Shared drugs
77,N00,N07,False,True,"{'Hydroflumethiazide', 'Bexarotene', 'Infliximab', 'Ancestim', 'Eribulin', 'Icotinib', 'Aprepitant', 'Galactose', 'Olaratumab', 'Coagulation factor VII human', 'Florbetaben (18F)', 'Moxisylyte', 'Phentolamine', 'Natural alpha interferon', 'Normethadone', 'Temsirolimus', 'Torasemide', 'Talimogene laherparepvec', 'Idelalisib', 'Hyaluronidase (Human Recombinant)', 'Secukinumab', 'Hydroxocobalamin', 'Ethinamate', 'Abatacept', 'Benzathine benzylpenicillin', 'Oxymetholone', 'Pembrolizumab', 'Asparaginase Erwinia chrysanthemi', 'Dermatophagoides farinae', 'Magnesium acetate tetrahydrate', 'Lomustine', 'Dexmethylphenidate', 'Afatinib', 'Bicisate', 'Ertugliflozin', 'Guanfacine', 'Nonoxynol-9', 'Erythropoietin', 'Atazanavir', 'Carboprost Tromethamine', 'Methotrexate', 'Travoprost', 'Nabiximols', 'Lenograstim', 'Salmon Calcitonin', 'Pyrazinamide', 'Nelfinavir', 'Cobicistat', 'Glycyrrhizic acid', 'Hydroxystilbamidine Isethionate', 'Fencamfamine', 'Tipiracil', 'Etravirine', 'Furosemide', 'Pazopanib', 'Etoposide', 'Prednisone', 'Dexibuprofen', 'Monopotassium phosphate', 'Human vaccinia virus immune globulin', 'Dermatophagoides pteronyssinus', 'Droxidopa', 'Cyclothiazide', 'Iodine', 'Medium-chain triglycerides', 'Fomivirsen', 'Lindane', 'Hexobarbital', 'Clarithromycin', 'Asparaginase Escherichia coli', 'Levomefolic acid', 'Dimetindene', 'Vigabatrin', 'Indium In-111 chloride', 'Ampicillin', 'Capreomycin', 'Dyclonine', 'Vinflunine', 'Methylphenidate', 'Regorafenib', 'Oxygen', 'Amprenavir', 'Carbon dioxide', 'Somatostatin', 'Mipomersen', 'Oxcarbazepine', 'Efalizumab', 'Caspofungin', 'Delamanid', 'Amitriptyline', 'Potassium Iodide', 'Floxuridine', 'Levonorgestrel', 'Darunavir', 'Peginterferon alfa-2b', 'Diloxanide', 'Meticillin', 'Hydrocodone', 'Budesonide', 'Trimethadione', 'Ribavirin', 'Propanoic acid', 'Ferric sulfate', 'Rosuvastatin', 'Potassium', 'Amiodarone', 'Moxonidine', 'Filgrastim', 'alpha-Tocopherol acetate', 'Doxorubicin', 'Rilpivirine', 'Thonzylamine', 'Flunitrazepam', 'Fosnetupitant', 'Panitumumab', 'Besilesomab', 'Hexachlorophene', 'Protein S human', 'Sodium stibogluconate', 'Clindamycin', 'Safinamide', 'Telmisartan', 'Beta carotene', 'Paramethadione', 'Methyl cellulose', 'Phenindamine', 'Calcium levulinate', 'Ticlopidine', 'Hexylresorcinol', 'Flecainide', 'Sulfisoxazole', 'Elvitegravir', 'Bioallethrin', 'Emtricitabine', 'Dactinomycin', 'Bacitracin', 'Ifosfamide', 'Ustekinumab', 'Docetaxel', 'Zotepine', 'Cannabidiol', 'Captopril', 'Fluoride ion F-18', 'Rasagiline', 'Abacavir', 'Trabectedin', 'Tegafur', 'Hydroxyethyl Starch', 'Zinc oxide', 'Lamotrigine', 'Metolazone', 'Peginterferon alfa-2a', 'Eprosartan', 'Penbutolol', 'Fish oil', 'Remestemcel-L', 'Dacarbazine', 'Tetrabenazine', 'Cresol', 'Guselkumab', 'Nivolumab', 'Abemaciclib', 'Indapamide', 'Zidovudine', 'Bromodiphenhydramine', 'Haloperidol', 'Methyclothiazide', 'Cetuximab', 'Procarbazine', 'Ixekizumab', 'Asunaprevir', 'Sofosbuvir', 'Neomycin', 'Mifamurtide', 'Testosterone undecanoate', 'Lymecycline', 'Tenofovir disoproxil', 'Durvalumab', 'Tofacitinib', 'Cetylpyridinium', 'Sodium glycerophosphate', 'Levoleucovorin', 'Thiotepa', 'Talc', 'Isocarboxazid', 'Triprolidine', 'Vinorelbine', 'Gadobenic acid', 'Didanosine', 'Cycloserine', 'Netupitant', 'Iohexol', 'Phenelzine', 'Bovine type I collagen', 'Octreotide', 'Unoprostone', 'Hepatitis B Vaccine (Recombinant)', 'Raltegravir', 'Axicabtagene ciloleucel', 'Piracetam', 'Dinoprostone', 'Anidulafungin', 'Doxylamine', 'Ethchlorvynol', 'Labetalol', 'Bimatoprost', 'Lasofoxifene', 'Ethionamide', 'Tretinoin', 'Obeticholic acid', 'Trimethoprim', 'Lipegfilgrastim', 'Palonosetron', 'Thrombomodulin Alfa', 'Hesperetin', 'Tetrachlorodecaoxide', 'Omega-3-carboxylic acids', 'Amiloride', 'Stem bromelain', 'Human cytomegalovirus immune globulin', 'Cyclizine', 'Melphalan', 'Pancrelipase', 'Perboric acid', 'Oprelvekin', 'Methsuximide', 'Nicoboxil', 'Methocarbamol', 'Allopurinol', 'Pemetrexed', 'Fosamprenavir', 'Lopinavir', 'Hyaluronic acid', 'Ondansetron', 'Phenazopyridine', 'Rolapitant', 'Ivacaftor', 'Proguanil', 'Misoprostol', 'Saxagliptin', 'Cantharidin', 'Fludeoxyglucose F-18', 'Baricitinib', 'Suramin', 'Tolcapone', 'Hyaluronidase', 'Hepatitis A Vaccine', 'Bromocriptine', 'Tamibarotene', 'Megestrol acetate', 'Bismuth Subsalicylate', 'Kappadione', 'Carboplatin', 'Niraparib', 'Brentuximab vedotin', 'Polysilicone-15', 'Pseudoephedrine', 'Cabergoline', 'Temoporfin', 'Angiotensin II', 'Triflusal', 'Florbetapir (18F)', 'Domiphen', 'Riociguat', 'Salbutamol', 'Olaparib', 'Chlorthalidone', 'Pegfilgrastim', 'Rasburicase', 'Ixabepilone', 'Peppermint oil', 'Estrogens, esterified', 'Mecasermin', 'Thiopental', 'Oxybenzone', 'Aurothioglucose', 'Isoflurophate', 'Capecitabine', 'Acetylcholine', 'Ubidecarenone', 'Cinnarizine', 'Streptomycin', 'alpha-Tocopherol succinate', 'Selegiline', 'Novobiocin', 'Flutemetamol (18F)', 'Nabilone', 'Magnesium gluconate', 'Dolutegravir', 'Dronabinol', 'Atezolizumab', 'Posaconazole', 'Benzoyl peroxide', 'Sipuleucel-T', 'Liotrix', 'Rucaparib', 'Chlorphenesin', 'Dalteparin', 'Tolnaftate', 'Omeprazole', 'Velpatasvir', 'Inotuzumab ozogamicin', 'Nelarabine', 'Resorcinol', 'Bufexamac', 'Xylose', 'Dolasetron', 'Theophylline', 'Lorpiprazole', 'Nisoldipine', 'Gefitinib', 'Dinutuximab', 'Nevirapine', 'Chlorothiazide', 'Strontium ranelate', 'Fosaprepitant', 'Griseofulvin', 'Pertuzumab', 'Acetylcarnitine', 'Defibrotide', 'Palifermin', 'Ritonavir', 'Hexocyclium', 'Lacidipine', 'Gemtuzumab ozogamicin', 'Buclizine', 'N-acetyltyrosine', 'Zalcitabine', 'Asenapine', 'Atomoxetine', 'Demeclocycline', 'Antipyrine', 'Azidocillin', 'Sarilumab', 'Melatonin', 'Sodium acetate', 'Micafungin', 'Ramucirumab', 'Cerivastatin', 'Pramocaine', 'Esmolol', 'Erlotinib', 'Ketamine', 'Chloropyramine', 'Sacubitril', 'Flumethasone'}"
78,C84,C85,False,True,{'Mechlorethamine'}
79,J45,J42,False,True,"{'Salbutamol', 'Aminophylline', 'Etafedrine', 'Vilanterol', 'Fluticasone furoate', 'Orciprenaline', 'Olodaterol', 'Theophylline', 'Dyphylline', 'Isoprenaline'}"
80,L63,L40,False,True,{'Anthralin'}
81,F17,F13,False,True,"{'Molindone', 'Quetiapine', 'Prochlorperazine', 'Olanzapine', 'Perphenazine', 'Fluphenazine', 'Aripiprazole', 'Chlorprothixene', 'Aripiprazole lauroxil', 'Loxapine', 'Ziprasidone'}"
82,N00,N06,False,True,"{'Hydroflumethiazide', 'Bexarotene', 'Infliximab', 'Ancestim', 'Eribulin', 'Icotinib', 'Aprepitant', 'Galactose', 'Olaratumab', 'Coagulation factor VII human', 'Florbetaben (18F)', 'Moxisylyte', 'Phentolamine', 'Natural alpha interferon', 'Normethadone', 'Temsirolimus', 'Torasemide', 'Talimogene laherparepvec', 'Idelalisib', 'Hyaluronidase (Human Recombinant)', 'Secukinumab', 'Hydroxocobalamin', 'Ethinamate', 'Abatacept', 'Benzathine benzylpenicillin', 'Oxymetholone', 'Pembrolizumab', 'Asparaginase Erwinia chrysanthemi', 'Dermatophagoides farinae', 'Magnesium acetate tetrahydrate', 'Lomustine', 'Dexmethylphenidate', 'Afatinib', 'Bicisate', 'Ertugliflozin', 'Guanfacine', 'Nonoxynol-9', 'Erythropoietin', 'Atazanavir', 'Carboprost Tromethamine', 'Methotrexate', 'Travoprost', 'Nabiximols', 'Lenograstim', 'Salmon Calcitonin', 'Pyrazinamide', 'Nelfinavir', 'Cobicistat', 'Glycyrrhizic acid', 'Hydroxystilbamidine Isethionate', 'Fencamfamine', 'Tipiracil', 'Etravirine', 'Furosemide', 'Pazopanib', 'Etoposide', 'Prednisone', 'Dexibuprofen', 'Monopotassium phosphate', 'Human vaccinia virus immune globulin', 'Dermatophagoides pteronyssinus', 'Droxidopa', 'Cyclothiazide', 'Iodine', 'Medium-chain triglycerides', 'Fomivirsen', 'Lindane', 'Hexobarbital', 'Clarithromycin', 'Asparaginase Escherichia coli', 'Levomefolic acid', 'Dimetindene', 'Vigabatrin', 'Indium In-111 chloride', 'Ampicillin', 'Capreomycin', 'Dyclonine', 'Vinflunine', 'Methylphenidate', 'Regorafenib', 'Oxygen', 'Amprenavir', 'Carbon dioxide', 'Somatostatin', 'Mipomersen', 'Oxcarbazepine', 'Efalizumab', 'Caspofungin', 'Delamanid', 'Amitriptyline', 'Potassium Iodide', 'Floxuridine', 'Levonorgestrel', 'Darunavir', 'Peginterferon alfa-2b', 'Diloxanide', 'Meticillin', 'Hydrocodone', 'Budesonide', 'Trimethadione', 'Ribavirin', 'Propanoic acid', 'Ferric sulfate', 'Rosuvastatin', 'Potassium', 'Amiodarone', 'Moxonidine', 'Filgrastim', 'alpha-Tocopherol acetate', 'Doxorubicin', 'Rilpivirine', 'Thonzylamine', 'Flunitrazepam', 'Fosnetupitant', 'Panitumumab', 'Besilesomab', 'Hexachlorophene', 'Protein S human', 'Sodium stibogluconate', 'Clindamycin', 'Safinamide', 'Telmisartan', 'Beta carotene', 'Paramethadione', 'Methyl cellulose', 'Phenindamine', 'Calcium levulinate', 'Ticlopidine', 'Hexylresorcinol', 'Flecainide', 'Sulfisoxazole', 'Elvitegravir', 'Bioallethrin', 'Emtricitabine', 'Dactinomycin', 'Bacitracin', 'Ifosfamide', 'Ustekinumab', 'Docetaxel', 'Zotepine', 'Cannabidiol', 'Captopril', 'Fluoride ion F-18', 'Rasagiline', 'Abacavir', 'Trabectedin', 'Tegafur', 'Hydroxyethyl Starch', 'Zinc oxide', 'Lamotrigine', 'Metolazone', 'Peginterferon alfa-2a', 'Eprosartan', 'Penbutolol', 'Fish oil', 'Remestemcel-L', 'Dacarbazine', 'Tetrabenazine', 'Cresol', 'Guselkumab', 'Nivolumab', 'Abemaciclib', 'Indapamide', 'Zidovudine', 'Bromodiphenhydramine', 'Haloperidol', 'Methyclothiazide', 'Cetuximab', 'Procarbazine', 'Ixekizumab', 'Asunaprevir', 'Sofosbuvir', 'Neomycin', 'Mifamurtide', 'Testosterone undecanoate', 'Lymecycline', 'Tenofovir disoproxil', 'Durvalumab', 'Tofacitinib', 'Cetylpyridinium', 'Sodium glycerophosphate', 'Levoleucovorin', 'Thiotepa', 'Talc', 'Isocarboxazid', 'Triprolidine', 'Vinorelbine', 'Gadobenic acid', 'Didanosine', 'Cycloserine', 'Netupitant', 'Iohexol', 'Phenelzine', 'Bovine type I collagen', 'Octreotide', 'Unoprostone', 'Hepatitis B Vaccine (Recombinant)', 'Raltegravir', 'Axicabtagene ciloleucel', 'Piracetam', 'Dinoprostone', 'Anidulafungin', 'Doxylamine', 'Ethchlorvynol', 'Labetalol', 'Bimatoprost', 'Lasofoxifene', 'Ethionamide', 'Tretinoin', 'Obeticholic acid', 'Trimethoprim', 'Lipegfilgrastim', 'Palonosetron', 'Thrombomodulin Alfa', 'Hesperetin', 'Tetrachlorodecaoxide', 'Omega-3-carboxylic acids', 'Amiloride', 'Stem bromelain', 'Human cytomegalovirus immune globulin', 'Cyclizine', 'Melphalan', 'Pancrelipase', 'Perboric acid', 'Oprelvekin', 'Methsuximide', 'Nicoboxil', 'Methocarbamol', 'Allopurinol', 'Pemetrexed', 'Fosamprenavir', 'Lopinavir', 'Hyaluronic acid', 'Ondansetron', 'Phenazopyridine', 'Rolapitant', 'Ivacaftor', 'Proguanil', 'Misoprostol', 'Saxagliptin', 'Cantharidin', 'Fludeoxyglucose F-18', 'Baricitinib', 'Suramin', 'Tolcapone', 'Hyaluronidase', 'Hepatitis A Vaccine', 'Bromocriptine', 'Tamibarotene', 'Megestrol acetate', 'Bismuth Subsalicylate', 'Kappadione', 'Carboplatin', 'Niraparib', 'Brentuximab vedotin', 'Polysilicone-15', 'Pseudoephedrine', 'Cabergoline', 'Temoporfin', 'Angiotensin II', 'Triflusal', 'Florbetapir (18F)', 'Domiphen', 'Riociguat', 'Salbutamol', 'Olaparib', 'Chlorthalidone', 'Pegfilgrastim', 'Rasburicase', 'Ixabepilone', 'Peppermint oil', 'Estrogens, esterified', 'Mecasermin', 'Thiopental', 'Oxybenzone', 'Aurothioglucose', 'Isoflurophate', 'Capecitabine', 'Acetylcholine', 'Ubidecarenone', 'Cinnarizine', 'Streptomycin', 'alpha-Tocopherol succinate', 'Selegiline', 'Novobiocin', 'Flutemetamol (18F)', 'Nabilone', 'Magnesium gluconate', 'Dolutegravir', 'Dronabinol', 'Atezolizumab', 'Posaconazole', 'Benzoyl peroxide', 'Sipuleucel-T', 'Liotrix', 'Rucaparib', 'Chlorphenesin', 'Dalteparin', 'Tolnaftate', 'Omeprazole', 'Velpatasvir', 'Inotuzumab ozogamicin', 'Nelarabine', 'Resorcinol', 'Bufexamac', 'Xylose', 'Dolasetron', 'Theophylline', 'Lorpiprazole', 'Nisoldipine', 'Gefitinib', 'Dinutuximab', 'Nevirapine', 'Chlorothiazide', 'Strontium ranelate', 'Fosaprepitant', 'Griseofulvin', 'Pertuzumab', 'Acetylcarnitine', 'Defibrotide', 'Palifermin', 'Ritonavir', 'Hexocyclium', 'Lacidipine', 'Gemtuzumab ozogamicin', 'Buclizine', 'N-acetyltyrosine', 'Zalcitabine', 'Asenapine', 'Atomoxetine', 'Demeclocycline', 'Antipyrine', 'Azidocillin', 'Sarilumab', 'Melatonin', 'Sodium acetate', 'Micafungin', 'Ramucirumab', 'Cerivastatin', 'Pramocaine', 'Esmolol', 'Erlotinib', 'Ketamine', 'Chloropyramine', 'Sacubitril', 'Flumethasone'}"
83,N04,N01,False,True,"{'Hydroflumethiazide', 'Bexarotene', 'Infliximab', 'Ancestim', 'Eribulin', 'Icotinib', 'Aprepitant', 'Galactose', 'Olaratumab', 'Coagulation factor VII human', 'Florbetaben (18F)', 'Moxisylyte', 'Phentolamine', 'Natural alpha interferon', 'Normethadone', 'Temsirolimus', 'Torasemide', 'Talimogene laherparepvec', 'Idelalisib', 'Hyaluronidase (Human Recombinant)', 'Secukinumab', 'Hydroxocobalamin', 'Ethinamate', 'Abatacept', 'Benzathine benzylpenicillin', 'Oxymetholone', 'Pembrolizumab', 'Asparaginase Erwinia chrysanthemi', 'Dermatophagoides farinae', 'Magnesium acetate tetrahydrate', 'Lomustine', 'Dexmethylphenidate', 'Afatinib', 'Bicisate', 'Ertugliflozin', 'Guanfacine', 'Nonoxynol-9', 'Erythropoietin', 'Atazanavir', 'Carboprost Tromethamine', 'Methotrexate', 'Travoprost', 'Nabiximols', 'Lenograstim', 'Salmon Calcitonin', 'Pyrazinamide', 'Nelfinavir', 'Cobicistat', 'Glycyrrhizic acid', 'Hydroxystilbamidine Isethionate', 'Fencamfamine', 'Tipiracil', 'Etravirine', 'Furosemide', 'Pazopanib', 'Etoposide', 'Prednisone', 'Dexibuprofen', 'Monopotassium phosphate', 'Human vaccinia virus immune globulin', 'Dermatophagoides pteronyssinus', 'Droxidopa', 'Cyclothiazide', 'Iodine', 'Medium-chain triglycerides', 'Fomivirsen', 'Lindane', 'Hexobarbital', 'Clarithromycin', 'Asparaginase Escherichia coli', 'Levomefolic acid', 'Dimetindene', 'Vigabatrin', 'Indium In-111 chloride', 'Ampicillin', 'Capreomycin', 'Dyclonine', 'Vinflunine', 'Methylphenidate', 'Regorafenib', 'Oxygen', 'Amprenavir', 'Carbon dioxide', 'Somatostatin', 'Mipomersen', 'Oxcarbazepine', 'Efalizumab', 'Caspofungin', 'Delamanid', 'Amitriptyline', 'Potassium Iodide', 'Floxuridine', 'Levonorgestrel', 'Darunavir', 'Peginterferon alfa-2b', 'Diloxanide', 'Meticillin', 'Hydrocodone', 'Budesonide', 'Trimethadione', 'Ribavirin', 'Propanoic acid', 'Ferric sulfate', 'Rosuvastatin', 'Potassium', 'Amiodarone', 'Moxonidine', 'Filgrastim', 'alpha-Tocopherol acetate', 'Doxorubicin', 'Rilpivirine', 'Thonzylamine', 'Flunitrazepam', 'Fosnetupitant', 'Panitumumab', 'Besilesomab', 'Hexachlorophene', 'Protein S human', 'Sodium stibogluconate', 'Clindamycin', 'Safinamide', 'Telmisartan', 'Beta carotene', 'Paramethadione', 'Methyl cellulose', 'Phenindamine', 'Calcium levulinate', 'Ticlopidine', 'Hexylresorcinol', 'Flecainide', 'Sulfisoxazole', 'Elvitegravir', 'Bioallethrin', 'Emtricitabine', 'Dactinomycin', 'Bacitracin', 'Ifosfamide', 'Ustekinumab', 'Docetaxel', 'Zotepine', 'Cannabidiol', 'Captopril', 'Fluoride ion F-18', 'Rasagiline', 'Abacavir', 'Trabectedin', 'Tegafur', 'Hydroxyethyl Starch', 'Zinc oxide', 'Lamotrigine', 'Metolazone', 'Peginterferon alfa-2a', 'Eprosartan', 'Penbutolol', 'Fish oil', 'Remestemcel-L', 'Dacarbazine', 'Tetrabenazine', 'Cresol', 'Guselkumab', 'Nivolumab', 'Abemaciclib', 'Indapamide', 'Zidovudine', 'Bromodiphenhydramine', 'Haloperidol', 'Methyclothiazide', 'Cetuximab', 'Procarbazine', 'Ixekizumab', 'Asunaprevir', 'Sofosbuvir', 'Neomycin', 'Mifamurtide', 'Testosterone undecanoate', 'Lymecycline', 'Tenofovir disoproxil', 'Durvalumab', 'Tofacitinib', 'Cetylpyridinium', 'Sodium glycerophosphate', 'Levoleucovorin', 'Thiotepa', 'Talc', 'Isocarboxazid', 'Triprolidine', 'Vinorelbine', 'Gadobenic acid', 'Didanosine', 'Cycloserine', 'Netupitant', 'Iohexol', 'Phenelzine', 'Bovine type I collagen', 'Octreotide', 'Unoprostone', 'Hepatitis B Vaccine (Recombinant)', 'Raltegravir', 'Axicabtagene ciloleucel', 'Piracetam', 'Dinoprostone', 'Anidulafungin', 'Doxylamine', 'Ethchlorvynol', 'Labetalol', 'Bimatoprost', 'Lasofoxifene', 'Ethionamide', 'Tretinoin', 'Obeticholic acid', 'Trimethoprim', 'Lipegfilgrastim', 'Palonosetron', 'Thrombomodulin Alfa', 'Hesperetin', 'Tetrachlorodecaoxide', 'Omega-3-carboxylic acids', 'Amiloride', 'Stem bromelain', 'Human cytomegalovirus immune globulin', 'Cyclizine', 'Melphalan', 'Pancrelipase', 'Perboric acid', 'Oprelvekin', 'Methsuximide', 'Nicoboxil', 'Methocarbamol', 'Allopurinol', 'Pemetrexed', 'Fosamprenavir', 'Lopinavir', 'Hyaluronic acid', 'Ondansetron', 'Phenazopyridine', 'Rolapitant', 'Ivacaftor', 'Proguanil', 'Misoprostol', 'Saxagliptin', 'Cantharidin', 'Fludeoxyglucose F-18', 'Baricitinib', 'Suramin', 'Tolcapone', 'Hyaluronidase', 'Hepatitis A Vaccine', 'Bromocriptine', 'Tamibarotene', 'Megestrol acetate', 'Bismuth Subsalicylate', 'Kappadione', 'Carboplatin', 'Niraparib', 'Brentuximab vedotin', 'Polysilicone-15', 'Pseudoephedrine', 'Cabergoline', 'Temoporfin', 'Angiotensin II', 'Triflusal', 'Florbetapir (18F)', 'Domiphen', 'Riociguat', 'Salbutamol', 'Olaparib', 'Chlorthalidone', 'Pegfilgrastim', 'Rasburicase', 'Ixabepilone', 'Peppermint oil', 'Estrogens, esterified', 'Mecasermin', 'Thiopental', 'Oxybenzone', 'Aurothioglucose', 'Isoflurophate', 'Capecitabine', 'Acetylcholine', 'Ubidecarenone', 'Cinnarizine', 'Streptomycin', 'alpha-Tocopherol succinate', 'Selegiline', 'Novobiocin', 'Flutemetamol (18F)', 'Nabilone', 'Magnesium gluconate', 'Dolutegravir', 'Dronabinol', 'Atezolizumab', 'Posaconazole', 'Benzoyl peroxide', 'Sipuleucel-T', 'Liotrix', 'Rucaparib', 'Chlorphenesin', 'Dalteparin', 'Tolnaftate', 'Omeprazole', 'Velpatasvir', 'Inotuzumab ozogamicin', 'Nelarabine', 'Resorcinol', 'Bufexamac', 'Xylose', 'Dolasetron', 'Theophylline', 'Lorpiprazole', 'Nisoldipine', 'Gefitinib', 'Dinutuximab', 'Nevirapine', 'Chlorothiazide', 'Strontium ranelate', 'Fosaprepitant', 'Griseofulvin', 'Pertuzumab', 'Acetylcarnitine', 'Defibrotide', 'Palifermin', 'Ritonavir', 'Hexocyclium', 'Lacidipine', 'Gemtuzumab ozogamicin', 'Buclizine', 'N-acetyltyrosine', 'Zalcitabine', 'Asenapine', 'Atomoxetine', 'Demeclocycline', 'Antipyrine', 'Azidocillin', 'Sarilumab', 'Melatonin', 'Sodium acetate', 'Micafungin', 'Ramucirumab', 'Cerivastatin', 'Pramocaine', 'Esmolol', 'Erlotinib', 'Ketamine', 'Chloropyramine', 'Sacubitril', 'Flumethasone'}"
84,J45,L30,False,True,{'Tranilast'}
85,M06,M45,False,True,"{'Sulindac', 'Tofacitinib', 'Etanercept', 'Acetylsalicylic acid', 'Prednisolone', 'Acemetacin', 'Indomethacin', 'Etoricoxib', 'Aceclofenac', 'Adalimumab', 'Golimumab', 'Naproxen', 'Ketoprofen', 'Ibuprofen', 'Celecoxib', 'Infliximab', 'Alclofenac'}"
86,L10,N02,False,True,{'Prednisone'}
87,F18,F19,False,True,"{'Molindone', 'Quetiapine', 'Prochlorperazine', 'Olanzapine', 'Perphenazine', 'Fluphenazine', 'Aripiprazole', 'Chlorprothixene', 'Aripiprazole lauroxil', 'Loxapine', 'Ziprasidone'}"
88,B50,B54,False,True,{'Sulfadoxine'}
89,L70,A75,False,True,{'Tetracycline'}
90,L10,M32,False,True,"{'Prednisolone', 'Prednisone'}"
91,L10,A17,False,True,{'Prednisone'}
92,F16,F19,False,True,"{'Molindone', 'Quetiapine', 'Prochlorperazine', 'Olanzapine', 'Perphenazine', 'Fluphenazine', 'Aripiprazole', 'Chlorprothixene', 'Aripiprazole lauroxil', 'Loxapine', 'Ziprasidone'}"
93,C45,C38,False,True,{'Pemetrexed'}
94,F15,F16,False,True,"{'Molindone', 'Quetiapine', 'Prochlorperazine', 'Olanzapine', 'Perphenazine', 'Fluphenazine', 'Aripiprazole', 'Chlorprothixene', 'Aripiprazole lauroxil', 'Loxapine', 'Ziprasidone'}"
95,F14,F16,False,True,"{'Molindone', 'Quetiapine', 'Prochlorperazine', 'Olanzapine', 'Perphenazine', 'Fluphenazine', 'Aripiprazole', 'Chlorprothixene', 'Aripiprazole lauroxil', 'Loxapine', 'Ziprasidone'}"
96,L13,L26,False,True,{'Prednisone'}
97,M06,G35,False,True,{'Immune Globulin Human'}
98,J45,M13,False,True,"{'D-alpha-Tocopherol acetate', 'Vitamin E', 'Hydrocortisone'}"
99,N80,D07,False,True,"{'Goserelin', 'Buserelin', 'Leuprolide'}"
100,D86,L40,False,True,{'Prednisone'}
