Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
1721,43,"['E87', 'F10', 'F12']",Carisoprodol,0.027359079,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for muscle spasms and pain relief in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,muscle spasms and pain relief in substance-related presentations,pain management in substance-related presentations
1722,43,"['E87', 'F10', 'F12']",Progesterone,0.00098452,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Progesterone is used for mental and behavioural disorders related to alcohol and cannabinoids, with evidence from observational studies and accepted practice.",mental and behavioural disorders related to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1727,43,"['E87', 'F10', 'F12']",Secobarbital,0.01760995,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Secobarbital is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1731,43,"['E87', 'F10', 'F12']",Zolpidem,0.000872036,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for sleep disturbances in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,sleep disturbances in alcohol-related presentations,sleep disturbances in alcohol-related conditions
1732,43,"['E87', 'F10', 'F12']",Cyproheptadine,0.004626754,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Cyproheptadine is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1733,43,"['E87', 'F10', 'F12']",Betamethasone,0.027359079,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Betamethasone is used for inflammation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,inflammation and psychosis in alcohol-related presentations,inflammation and psychosis in alcohol-related presentations
1737,43,"['E87', 'F10', 'F12']",Prazosin,0.020563165,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Prazosin is used for hypertension and prostatic hyperplasia, but it is also used off-label for agitation and psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.",hypertension and prostatic hyperplasia,benign prostatic hyperplasia
1738,43,"['E87', 'F10', 'F12']",Imipramine,1.289769702940819e-13,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Indirect clinical support for managing agitation/psychosis in alcohol-related presentations; observational studies suggest potential use in cannabinoid-related disorders.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1740,43,"['E87', 'F10', 'F12']",Fluoxetine,0.002669117,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1741,43,"['E87', 'F10', 'F12']",Duloxetine,0.001241215,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for managing symptoms like anxiety and depression in substance-related disorders; indirect clinical support (observational/accepted practice). Not specific to the full combo.,symptoms like anxiety and depression in substance-related disorders,depression in substance-related disorders
1742,43,"['E87', 'F10', 'F12']",Chlorpromazine,1.023247319783689e-13,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1743,43,"['E87', 'F10', 'F12']",Lenalidomide,0.038919533,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Indirect evidence for use in mental and behavioural disorders due to alcohol and cannabinoids; Lenalidomide is used for managing anaemia, which can be relevant in substance-related conditions.",anaemia,anaemia
1746,43,"['E87', 'F10', 'F12']",Buspirone,0.003259697,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for anxiety in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,anxiety in substance-related presentations,depression in substance-related disorders
1748,43,"['E87', 'F10', 'F12']",Haloperidol,5.432011620123652e-06,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1751,43,"['E87', 'F10', 'F12']",Nortriptyline,7.149968016321109e-12,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1752,43,"['E87', 'F10', 'F12']",Amoxapine,7.306310011707961e-21,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Amoxapine is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1754,43,"['E87', 'F10', 'F12']",Lamotrigine,1.904983547784425e-10,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Indirect clinical support for managing agitation/psychosis in alcohol-related presentations; observational studies suggest potential use in cannabinoid-related disorders.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1755,43,"['E87', 'F10', 'F12']",Propranolol,0.020563165,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Indirect clinical support for managing agitation/psychosis in alcohol-related presentations; observational studies suggest potential use in cannabinoid-related disorders.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1757,43,"['E87', 'F10', 'F12']",Fenfluramine,0.001241215,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Historically used for appetite suppression in alcohol-related disorders; indirect support from observational studies and practice.,appetite suppression in alcohol-related disorders,appetite suppression
1759,43,"['E87', 'F10', 'F12']",Mazindol,0.000607858,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Mazindol is used for mental and behavioural disorders related to alcohol and cannabinoids; indirect clinical support (observational/accepted practice). Not specific to the full combo.,mental and behavioural disorders related to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1760,43,"['E87', 'F10', 'F12']",Lisuride,3.621636861923157e-11,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Lisuride is used for mental and behavioural disorders related to alcohol and cannabinoids; indirect clinical support (observational/accepted practice). Not specific to the full combo.,mental and behavioural disorders related to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1767,43,"['E87', 'F10', 'F12']",Fluphenazine,9.017369015656496e-12,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Fluphenazine is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1779,43,"['E87', 'F10', 'F12']",Fludrocortisone,0.016703071,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Fludrocortisone is used for fluid and electrolyte imbalances, which is relevant to the trajectory; indirect clinical support (observational/accepted practice). Not specific to the full combo.",fluid and electrolyte imbalances,fluid and electrolyte balance
1781,43,"['E87', 'F10', 'F12']",Phentolamine,0.027359079,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Phentolamine is used for managing symptoms like agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,symptoms like agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1786,43,"['E87', 'F10', 'F12']",Paroxetine,1.144782755105791e-06,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for anxiety and depression in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,anxiety and depression in substance-related presentations,depression in substance-related disorders
1787,43,"['E87', 'F10', 'F12']",Procaine,0.004626754,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Procaine is used for local anesthesia and has indirect clinical support for managing agitation in alcohol-related presentations; observational studies suggest its use in similar contexts.,local anesthesia and has indirect clinical support for agitation in alcohol-related presentations,local anesthesia and has indirect clinical support for agitation in alcohol-related presentations
1791,43,"['E87', 'F10', 'F12']",Risperidone,1.12234664415025e-10,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1797,43,"['E87', 'F10', 'F12']",Propiomazine,3.678986164982398e-10,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Propiomazine is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1800,43,"['E87', 'F10', 'F12']",Primidone,0.027266461,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Primidone is used for alcohol withdrawal symptoms like agitation and psychosis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,alcohol withdrawal symptoms like agitation and psychosis,alcohol withdrawal symptoms
1802,43,"['E87', 'F10', 'F12']",Halazepam,8.304785188919026e-05,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for alcohol-related agitation and psychosis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,alcohol-related agitation and psychosis,alcohol-related agitation/psychosis
1805,43,"['E87', 'F10', 'F12']",Propofol,0.005811414,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Propofol is commonly used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1807,43,"['E87', 'F10', 'F12']",Diazepam,6.349798388351613e-06,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1811,43,"['E87', 'F10', 'F12']",Loperamide,4.250679039776682e-07,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Loperamide is used for diarrhea management, which can be relevant for fluid balance disorders; indirect support from observational studies and practice.",diarrhea management,diarrhea management
1812,43,"['E87', 'F10', 'F12']",Progabide,0.007590535,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Progabide is used for alcohol-related mental and behavioural disorders; indirect clinical support (observational/accepted practice). Not specific to the full combo.,alcohol-related mental and behavioural disorders,alcohol-related disorders
1814,43,"['E87', 'F10', 'F12']",Oxazepam,0.000732117,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for alcohol-related agitation and psychosis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,alcohol-related agitation and psychosis,alcohol-related agitation/psychosis
1818,43,"['E87', 'F10', 'F12']",Perphenazine,0.010169156,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1822,43,"['E87', 'F10', 'F12']",Flupentixol,9.353516523598794e-07,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Flupentixol is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1824,43,"['E87', 'F10', 'F12']",Triazolam,0.000617896,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Triazolam is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1829,43,"['E87', 'F10', 'F12']",Amantadine,0.000335737,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Amantadine is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1831,43,"['E87', 'F10', 'F12']",Buprenorphine,0.000145157,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for managing withdrawal symptoms from alcohol and cannabinoids; indirect clinical support (observational/accepted practice). Not specific to the full combo.,withdrawal symptoms from alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1837,43,"['E87', 'F10', 'F12']",Felbamate,0.003259697,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Felbamate is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1839,43,"['E87', 'F10', 'F12']",Rizatriptan,0.038919533,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Commonly used for migraines, which can be associated with alcohol and cannabinoid use; indirect clinical support (observational/accepted practice). Not specific to the full combo.",migraines,migraines
1840,43,"['E87', 'F10', 'F12']",Hydrocodone,0.027359079,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1842,43,"['E87', 'F10', 'F12']",Methylprednisolone,0.016703071,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Indirect support for use in alcohol-related mental disorders; observational studies suggest potential benefits in managing inflammation and immune response.,inflammation and immune response,inflammation and immune response
1843,43,"['E87', 'F10', 'F12']",Apraclonidine,0.016703071,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Reasonable use for managing mental and behavioural disorders due to alcohol and cannabinoids; indirect support from observational studies and accepted practice.,mental and behavioural disorders due to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1845,43,"['E87', 'F10', 'F12']",Alosetron,0.038919533,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Alosetron is used for managing diarrhea in IBS-C, which is relevant to fluid and electrolyte balance disorders; indirect support for mental and behavioural disorders due to alcohol and cannabinoids (observational/accepted practice). Not specific to the full combo.",diarrhea in ibs-c,diarrhea in ibs-c
1846,43,"['E87', 'F10', 'F12']",Physostigmine,0.016703071,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Physostigmine is used for treating mental and behavioural disorders due to alcohol and cannabinoids; evidence from observational studies and accepted practice.,treating mental and behavioural disorders due to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1848,43,"['E87', 'F10', 'F12']",Selegiline,0.000661373,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Selegiline is used for mental and behavioural disorders related to alcohol and cannabinoids; indirect clinical support (observational/accepted practice). Not specific to the full combo.,mental and behavioural disorders related to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1851,43,"['E87', 'F10', 'F12']",Acetophenazine,0.000200068,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1853,43,"['E87', 'F10', 'F12']",Tegaserod,0.000335737,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Tegaserod is used for managing symptoms of mental and behavioural disorders related to alcohol and cannabinoids, such as anxiety and agitation; indirect clinical support (observational/accepted practice). Not specific to the full combo.",symptoms of mental and behavioural disorders related to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1855,43,"['E87', 'F10', 'F12']",Pimozide,2.051049958848837e-05,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Pimozide is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1856,43,"['E87', 'F10', 'F12']",Sertraline,4.400194447140515e-05,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for mental and behavioural disorders due to alcohol and cannabinoids; indirect clinical support (observational/accepted practice). Not specific to the full combo.,mental and behavioural disorders due to alcohol and cannabinoids,withdrawal symptoms from alcohol and cannabinoids
1857,43,"['E87', 'F10', 'F12']",Sibutramine,0.000607858,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Reasonable use for managing mental and behavioural disorders due to alcohol and cannabinoid use; indirect support from observational studies and accepted practice.,mental and behavioural disorders due to alcohol and cannabinoid use,withdrawal symptoms from alcohol and cannabinoids
1863,43,"['E87', 'F10', 'F12']",Bupropion,0.000661373,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for alcohol-related mental and behavioural disorders; indirect clinical support (observational/accepted practice). Not specific to the full combo.,alcohol-related mental and behavioural disorders,alcohol-related disorders
1865,43,"['E87', 'F10', 'F12']",Escitalopram,0.000223649,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for depression and anxiety in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,depression and anxiety in substance-related presentations,depression in substance-related disorders
1872,43,"['E87', 'F10', 'F12']",Zopiclone,0.008108348,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for sleep disturbances in alcohol and cannabinoid-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,sleep disturbances in alcohol and cannabinoid-related presentations,sleep disturbances in alcohol-related conditions
1876,43,"['E87', 'F10', 'F12']",Fomepizole,3.765527658322002e-05,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Fomepizole is used for alcohol-related disorders, specifically for managing methanol poisoning; indirect clinical support (observational/accepted practice). Not specific to the full combo.",alcohol-related disorders,alcohol-related disorders
1877,43,"['E87', 'F10', 'F12']",Estazolam,0.000110645,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Estazolam is used for agitation and insomnia in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and insomnia in alcohol-related presentations,alcohol-related agitation/psychosis
1878,43,"['E87', 'F10', 'F12']",Ketamine,5.592215465332099e-09,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Ketamine is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1879,43,"['E87', 'F10', 'F12']",Quetiapine,1.794254144538547e-16,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in substance-related presentations,sedation in substance-related presentations
1882,43,"['E87', 'F10', 'F12']",Aripiprazole,1.884938364847944e-15,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in substance-related presentations,sedation in substance-related presentations
1883,43,"['E87', 'F10', 'F12']",Chlorprothixene,1.709545732661374e-10,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1884,43,"['E87', 'F10', 'F12']",Clomipramine,2.051049958848837e-05,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in substance-related presentations,sedation in substance-related presentations
1888,43,"['E87', 'F10', 'F12']",Paliperidone,6.330312669554911e-11,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for agitation/psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in substance-related presentations,sedation in substance-related presentations
1890,43,"['E87', 'F10', 'F12']",Quinidine barbiturate,0.038919533,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,"Historically used for alcohol withdrawal symptoms (agitation, psychosis); indirect clinical support (observational/accepted practice). Not specific to the full combo.",alcohol withdrawal symptoms (agitation,alcohol withdrawal symptoms
1891,43,"['E87', 'F10', 'F12']",Amobarbital,0.010169156,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Amobarbital is used for alcohol-related agitation and psychosis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,alcohol-related agitation and psychosis,alcohol-related agitation/psychosis
1892,43,"['E87', 'F10', 'F12']",Aprobarbital,0.008108348,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Aprobarbital is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
1900,43,"['E87', 'F10', 'F12']",Yohimbine,2.324608814306221e-08,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Indirect support for use in alcohol-related mental disorders; observational studies suggest potential for managing cannabinoid-related disorders; not specific to the full combination.,cannabinoid-related disorders,cannabinoid-related disorders
1907,43,"['E87', 'F10', 'F12']",Bromazepam,2.190574437327609e-05,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for anxiety in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,anxiety in alcohol-related presentations,anxiety in alcohol-related presentations
1908,43,"['E87', 'F10', 'F12']",Clotiazepam,0.000236695,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Commonly used for alcohol-related agitation and psychosis; indirect clinical support (observational/accepted practice). Not specific to the full combo.,alcohol-related agitation and psychosis,alcohol-related agitation/psychosis
1913,43,"['E87', 'F10', 'F12']",Ketazolam,0.006269885,"['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']",1,Ketazolam is used for agitation and psychosis in alcohol-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation and psychosis in alcohol-related presentations,alcohol-related agitation/psychosis
