Trajectory,Disease list,Drug,FDR,PubMed count avg,AI
43,"['E87', 'F10', 'F12']",Talbutal,0.008108348,0.0,1
43,"['E87', 'F10', 'F12']",Pentobarbital,0.020563165,109.33333333333331,1
43,"['E87', 'F10', 'F12']",Zolmitriptan,0.002113882,0.6666666666666666,1
43,"['E87', 'F10', 'F12']",Acetaminophen,0.00749801,159.0,1
43,"['E87', 'F10', 'F12']",Codeine,0.010169156,154.66666666666666,1
43,"['E87', 'F10', 'F12']",Dihydroergotamine,0.002113882,1.6666666666666667,1
43,"['E87', 'F10', 'F12']",Amitriptyline,3.303344849292549e-17,77.0,1
43,"['E87', 'F10', 'F12']",Hydromorphone,0.004626754,26.666666666666668,1
43,"['E87', 'F10', 'F12']",Methadone,0.003187842,961.6666666666666,1
43,"['E87', 'F10', 'F12']",Olanzapine,1.8864629936975646e-16,68.66666666666667,1
43,"['E87', 'F10', 'F12']",Metixene,0.038919533,0.0,1
43,"['E87', 'F10', 'F12']",Terfenadine,0.020563165,1.5,0
43,"['E87', 'F10', 'F12']",Protriptyline,0.000607858,1.6666666666666667,1
43,"['E87', 'F10', 'F12']",Clobazam,0.006269885,6.333333333333333,1
43,"['E87', 'F10', 'F12']",Megestrol acetate,0.016703071,1.3333333333333333,1
43,"['E87', 'F10', 'F12']",Sapropterin,0.038919533,4.333333333333333,1
43,"['E87', 'F10', 'F12']",Clozapine,1.3632894567508254e-16,83.66666666666667,1
43,"['E87', 'F10', 'F12']",Levonorgestrel,0.003259697,0.3333333333333333,0
43,"['E87', 'F10', 'F12']",Norepinephrine,0.034662124,1856.6666666666667,1
43,"['E87', 'F10', 'F12']",Mirtazapine,7.584255712807163e-15,80.0,1
43,"['E87', 'F10', 'F12']",Meprobamate,0.004626754,35.0,1
43,"['E87', 'F10', 'F12']",Trihexyphenidyl,0.038919533,4.0,1
43,"['E87', 'F10', 'F12']",Phenylephrine,0.038919533,78.5,1
43,"['E87', 'F10', 'F12']",Sulpiride,0.038919533,18.666666666666668,1
43,"['E87', 'F10', 'F12']",Carisoprodol,0.027359079,7.666666666666667,1
43,"['E87', 'F10', 'F12']",Progesterone,0.00098452,73.66666666666667,1
43,"['E87', 'F10', 'F12']",Phenylpropanolamine,0.002113882,69.66666666666667,0
43,"['E87', 'F10', 'F12']",Loxapine,5.757259365243202e-20,6.5,1
43,"['E87', 'F10', 'F12']",Remoxipride,3.7655276583220016e-05,0.6666666666666666,1
43,"['E87', 'F10', 'F12']",Pramipexole,1.8826212645640397e-11,5.0,1
43,"['E87', 'F10', 'F12']",Secobarbital,0.01760995,12.333333333333334,1
43,"['E87', 'F10', 'F12']",Promazine,5.592215465332099e-09,11.666666666666666,1
43,"['E87', 'F10', 'F12']",Spironolactone,0.001141381,35.666666666666664,1
43,"['E87', 'F10', 'F12']",Methylphenidate,0.001241215,119.66666666666669,0
43,"['E87', 'F10', 'F12']",Zolpidem,0.000872036,43.0,1
43,"['E87', 'F10', 'F12']",Cyproheptadine,0.004626754,10.666666666666666,1
43,"['E87', 'F10', 'F12']",Betamethasone,0.027359079,1.5,1
43,"['E87', 'F10', 'F12']",Dipivefrin,0.001241215,0.0,0
43,"['E87', 'F10', 'F12']",Droperidol,0.007590535,21.666666666666668,1
43,"['E87', 'F10', 'F12']",Pethidine,1.5273291515701037e-07,38.333333333333336,1
43,"['E87', 'F10', 'F12']",Prazosin,0.020563165,64.0,1
43,"['E87', 'F10', 'F12']",Imipramine,1.2897697029408194e-13,114.33333333333331,1
43,"['E87', 'F10', 'F12']",Dronabinol,0.008108348,632.0,1
43,"['E87', 'F10', 'F12']",Fluoxetine,0.002669117,202.33333333333337,1
43,"['E87', 'F10', 'F12']",Duloxetine,0.001241215,52.0,1
43,"['E87', 'F10', 'F12']",Chlorpromazine,1.0232473197836892e-13,101.0,1
43,"['E87', 'F10', 'F12']",Lenalidomide,0.038919533,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Gallamine Triethiodide,0.001241215,3.6666666666666665,0
43,"['E87', 'F10', 'F12']",Nabilone,0.001241215,31.666666666666668,1
43,"['E87', 'F10', 'F12']",Buspirone,0.003259697,8.5,1
43,"['E87', 'F10', 'F12']",Oxycodone,0.004626754,154.5,0
43,"['E87', 'F10', 'F12']",Haloperidol,5.432011620123652e-06,162.33333333333334,1
43,"['E87', 'F10', 'F12']",Triflupromazine,7.644972732691961e-05,1.0,1
43,"['E87', 'F10', 'F12']",Dextromethorphan,3.9733895447185314e-08,26.666666666666668,1
43,"['E87', 'F10', 'F12']",Nortriptyline,7.149968016321109e-12,35.666666666666664,1
43,"['E87', 'F10', 'F12']",Amoxapine,7.306310011707961e-21,2.3333333333333335,1
43,"['E87', 'F10', 'F12']",Adinazolam,0.000145157,1.0,1
43,"['E87', 'F10', 'F12']",Lamotrigine,1.9049835477844252e-10,32.333333333333336,1
43,"['E87', 'F10', 'F12']",Propranolol,0.020563165,684.0,1
43,"['E87', 'F10', 'F12']",Atropine,0.006269885,83.33333333333333,0
43,"['E87', 'F10', 'F12']",Fenfluramine,0.001241215,27.333333333333332,1
43,"['E87', 'F10', 'F12']",Clonidine,0.023625821,231.66666666666663,1
43,"['E87', 'F10', 'F12']",Mazindol,0.000607858,5.333333333333333,1
43,"['E87', 'F10', 'F12']",Lisuride,3.621636861923157e-11,2.6666666666666665,1
43,"['E87', 'F10', 'F12']",Thiopental,4.400194447140515e-05,41.666666666666664,1
43,"['E87', 'F10', 'F12']",Linezolid,0.007590535,3.3333333333333335,1
43,"['E87', 'F10', 'F12']",Butorphanol,0.000200068,10.333333333333334,1
43,"['E87', 'F10', 'F12']",Furazolidone,0.007590535,2.6666666666666665,0
43,"['E87', 'F10', 'F12']",Triamcinolone,0.038919533,3.6666666666666665,1
43,"['E87', 'F10', 'F12']",Nicardipine,2.771048038775662e-05,3.0,1
43,"['E87', 'F10', 'F12']",Fluphenazine,9.017369015656496e-12,14.333333333333334,1
43,"['E87', 'F10', 'F12']",Testosterone,0.01047741,177.33333333333334,1
43,"['E87', 'F10', 'F12']",Dexmedetomidine,0.038919533,36.0,1
43,"['E87', 'F10', 'F12']",Dextropropoxyphene,0.006269885,39.333333333333336,0
43,"['E87', 'F10', 'F12']",Pentazocine,0.016703071,22.0,1
43,"['E87', 'F10', 'F12']",Estrone,0.004396382,13.0,0
43,"['E87', 'F10', 'F12']",Trazodone,1.2688173025842456e-08,37.666666666666664,1
43,"['E87', 'F10', 'F12']",Sumatriptan,0.000223649,3.0,0
43,"['E87', 'F10', 'F12']",Galantamine,0.003763044,15.333333333333334,1
43,"['E87', 'F10', 'F12']",Tamoxifen,0.014085743,6.333333333333333,0
43,"['E87', 'F10', 'F12']",Thioridazine,2.0510499588488375e-05,21.0,1
43,"['E87', 'F10', 'F12']",Midazolam,3.2383231140367496e-06,41.0,1
43,"['E87', 'F10', 'F12']",Fludrocortisone,0.016703071,12.666666666666666,1
43,"['E87', 'F10', 'F12']",Flurazepam,1.1395178671491966e-06,17.0,1
43,"['E87', 'F10', 'F12']",Phentolamine,0.027359079,28.333333333333332,1
43,"['E87', 'F10', 'F12']",Ergotamine,9.272221822853302e-13,34.0,0
43,"['E87', 'F10', 'F12']",Naltrexone,0.002113882,681.6666666666666,1
43,"['E87', 'F10', 'F12']",Sufentanil,0.000607858,4.333333333333333,1
43,"['E87', 'F10', 'F12']",Apomorphine,1.8826212645640397e-11,55.333333333333336,1
43,"['E87', 'F10', 'F12']",Paroxetine,1.1447827551057913e-06,117.66666666666669,1
43,"['E87', 'F10', 'F12']",Procaine,0.004626754,16.666666666666668,1
43,"['E87', 'F10', 'F12']",Homatropine Methylbromide,0.038919533,0.3333333333333333,0
43,"['E87', 'F10', 'F12']",Trimipramine,4.0868533423057654e-15,5.333333333333333,1
43,"['E87', 'F10', 'F12']",Rocuronium,0.038919533,2.0,0
43,"['E87', 'F10', 'F12']",Risperidone,1.1223466441502504e-10,63.0,1
43,"['E87', 'F10', 'F12']",Scopolamine,0.000223649,66.0,1
43,"['E87', 'F10', 'F12']",Epinastine,0.000335737,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Tranylcypromine,0.006269885,15.333333333333334,1
43,"['E87', 'F10', 'F12']",Isoflurane,0.000872036,37.0,0
43,"['E87', 'F10', 'F12']",Etoposide,0.034662124,2.3333333333333335,0
43,"['E87', 'F10', 'F12']",Propiomazine,3.6789861649823975e-10,1.0,1
43,"['E87', 'F10', 'F12']",Phenelzine,0.01760995,19.333333333333332,1
43,"['E87', 'F10', 'F12']",Cryptenamine,0.038919533,0.0,1
43,"['E87', 'F10', 'F12']",Primidone,0.027266461,5.666666666666667,1
43,"['E87', 'F10', 'F12']",Fenoldopam,0.004626754,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Halazepam,8.304785188919026e-05,1.0,1
43,"['E87', 'F10', 'F12']",Minaprine,1.329074422944225e-09,0.0,1
43,"['E87', 'F10', 'F12']",Fentanyl,7.644972732691961e-05,210.33333333333337,0
43,"['E87', 'F10', 'F12']",Propofol,0.005811414,54.0,1
43,"['E87', 'F10', 'F12']",Disulfiram,0.003259697,369.3333333333333,1
43,"['E87', 'F10', 'F12']",Diazepam,6.349798388351613e-06,341.0,1
43,"['E87', 'F10', 'F12']",Phenmetrazine,0.007590535,6.666666666666667,1
43,"['E87', 'F10', 'F12']",Trifluoperazine,0.000335737,9.666666666666666,1
43,"['E87', 'F10', 'F12']",Brompheniramine,0.014931323,13.333333333333334,1
43,"['E87', 'F10', 'F12']",Loperamide,4.250679039776682e-07,12.666666666666666,1
43,"['E87', 'F10', 'F12']",Progabide,0.007590535,1.3333333333333333,1
43,"['E87', 'F10', 'F12']",Dobutamine,0.001241215,14.0,0
43,"['E87', 'F10', 'F12']",Oxazepam,0.000732117,42.0,1
43,"['E87', 'F10', 'F12']",Donepezil,0.038919533,31.0,1
43,"['E87', 'F10', 'F12']",Nalbuphine,0.000200068,5.333333333333333,1
43,"['E87', 'F10', 'F12']",Methylphenobarbital,0.014931323,1.6666666666666667,1
43,"['E87', 'F10', 'F12']",Perphenazine,0.010169156,11.0,1
43,"['E87', 'F10', 'F12']",Pseudoephedrine,7.162680017737472e-07,27.666666666666668,0
43,"['E87', 'F10', 'F12']",Levorphanol,0.000200068,5.333333333333333,1
43,"['E87', 'F10', 'F12']",Benzphetamine,0.003259697,2.3333333333333335,1
43,"['E87', 'F10', 'F12']",Flupentixol,9.353516523598794e-07,20.0,1
43,"['E87', 'F10', 'F12']",Clomifene,0.008108348,3.6666666666666665,0
43,"['E87', 'F10', 'F12']",Triazolam,0.000617896,21.333333333333332,1
43,"['E87', 'F10', 'F12']",Ethanol,6.267968947802933e-16,8318.666666666666,0
43,"['E87', 'F10', 'F12']",Remifentanil,0.000200068,7.666666666666667,0
43,"['E87', 'F10', 'F12']",Ondansetron,2.0510499588488375e-05,49.0,1
43,"['E87', 'F10', 'F12']",Cocaine,0.002190232,2863.6666666666665,0
43,"['E87', 'F10', 'F12']",Amantadine,0.000335737,37.666666666666664,1
43,"['E87', 'F10', 'F12']",Almotriptan,0.008108348,0.0,1
43,"['E87', 'F10', 'F12']",Buprenorphine,0.000145157,532.0,1
43,"['E87', 'F10', 'F12']",Phenoxybenzamine,0.012509293,12.5,1
43,"['E87', 'F10', 'F12']",Mesoridazine,0.016703071,1.3333333333333333,1
43,"['E87', 'F10', 'F12']",Maprotiline,1.2692313817858247e-09,16.0,1
43,"['E87', 'F10', 'F12']",Diethylpropion,0.007590535,2.6666666666666665,1
43,"['E87', 'F10', 'F12']",Acetylsalicylic acid,0.031001615,71.33333333333333,0
43,"['E87', 'F10', 'F12']",Felbamate,0.003259697,10.666666666666666,1
43,"['E87', 'F10', 'F12']",Naratriptan,0.001241215,0.0,1
43,"['E87', 'F10', 'F12']",Rizatriptan,0.038919533,0.5,1
43,"['E87', 'F10', 'F12']",Hydrocodone,0.027359079,28.333333333333332,1
43,"['E87', 'F10', 'F12']",Norgestimate,0.038919533,0.0,1
43,"['E87', 'F10', 'F12']",Methylprednisolone,0.016703071,24.666666666666668,1
43,"['E87', 'F10', 'F12']",Apraclonidine,0.016703071,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Methyldopa,0.027359079,20.0,0
43,"['E87', 'F10', 'F12']",Alosetron,0.038919533,0.0,1
43,"['E87', 'F10', 'F12']",Physostigmine,0.016703071,41.0,1
43,"['E87', 'F10', 'F12']",Dopamine,1.2450716934959953e-17,1741.3333333333333,1
43,"['E87', 'F10', 'F12']",Selegiline,0.000661373,12.333333333333334,1
43,"['E87', 'F10', 'F12']",Memantine,0.000478743,48.5,1
43,"['E87', 'F10', 'F12']",Ergoloid mesylate,0.001241215,2.0,1
43,"['E87', 'F10', 'F12']",Acetophenazine,0.000200068,0.0,1
43,"['E87', 'F10', 'F12']",Promethazine,4.02891775092356e-08,18.0,1
43,"['E87', 'F10', 'F12']",Tegaserod,0.000335737,0.0,1
43,"['E87', 'F10', 'F12']",Diphenoxylate,0.007590535,4.0,1
43,"['E87', 'F10', 'F12']",Pimozide,2.0510499588488375e-05,13.333333333333334,1
43,"['E87', 'F10', 'F12']",Sertraline,4.400194447140515e-05,160.5,1
43,"['E87', 'F10', 'F12']",Sibutramine,0.000607858,4.0,1
43,"['E87', 'F10', 'F12']",Chlorphenamine,0.008108348,11.333333333333334,1
43,"['E87', 'F10', 'F12']",Carvedilol,0.009468708,14.333333333333334,0
43,"['E87', 'F10', 'F12']",Doxepin,7.149968016321109e-12,10.666666666666666,1
43,"['E87', 'F10', 'F12']",Nefazodone,1.8826212645640397e-11,24.666666666666668,1
43,"['E87', 'F10', 'F12']",Desipramine,3.885473202425587e-13,82.33333333333333,1
43,"['E87', 'F10', 'F12']",Bupropion,0.000661373,107.66666666666669,1
43,"['E87', 'F10', 'F12']",Phenobarbital,0.011586015,121.66666666666669,1
43,"['E87', 'F10', 'F12']",Escitalopram,0.000223649,100.5,1
43,"['E87', 'F10', 'F12']",Naloxone,7.162680017737472e-07,970.3333333333334,1
43,"['E87', 'F10', 'F12']",Domperidone,0.008108348,2.6666666666666665,1
43,"['E87', 'F10', 'F12']",Fluoxymesterone,0.002113882,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Pergolide,1.716274181668404e-12,4.333333333333333,0
43,"['E87', 'F10', 'F12']",Dexfenfluramine,0.004626754,2.3333333333333335,0
43,"['E87', 'F10', 'F12']",Oxymorphone,0.027359079,6.666666666666667,1
43,"['E87', 'F10', 'F12']",Zopiclone,0.008108348,28.0,1
43,"['E87', 'F10', 'F12']",Bromocriptine,8.634439841806835e-14,27.333333333333332,1
43,"['E87', 'F10', 'F12']",Flumazenil,0.016703071,48.333333333333336,1
43,"['E87', 'F10', 'F12']",Dezocine,0.007590535,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Fomepizole,3.7655276583220016e-05,23.666666666666668,1
43,"['E87', 'F10', 'F12']",Estazolam,0.000110645,2.0,1
43,"['E87', 'F10', 'F12']",Ketamine,5.592215465332099e-09,222.66666666666663,1
43,"['E87', 'F10', 'F12']",Quetiapine,1.7942541445385466e-16,81.0,1
43,"['E87', 'F10', 'F12']",Metoclopramide,0.006269885,13.666666666666666,1
43,"['E87', 'F10', 'F12']",Levodopa,0.000478743,11.5,0
43,"['E87', 'F10', 'F12']",Aripiprazole,1.884938364847944e-15,60.0,1
43,"['E87', 'F10', 'F12']",Chlorprothixene,1.7095457326613736e-10,6.666666666666667,1
43,"['E87', 'F10', 'F12']",Clomipramine,2.0510499588488375e-05,40.666666666666664,1
43,"['E87', 'F10', 'F12']",Decamethonium,0.038919533,1.3333333333333333,0
43,"['E87', 'F10', 'F12']",Isocarboxazid,0.007590535,1.3333333333333333,1
43,"['E87', 'F10', 'F12']",Ergonovine,0.016703071,1.3333333333333333,0
43,"['E87', 'F10', 'F12']",Paliperidone,6.330312669554911e-11,9.0,1
43,"['E87', 'F10', 'F12']",Varenicline,0.038919533,77.0,1
43,"['E87', 'F10', 'F12']",Quinidine barbiturate,0.038919533,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Amobarbital,0.010169156,10.666666666666666,1
43,"['E87', 'F10', 'F12']",Aprobarbital,0.008108348,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Butethal,0.008108348,0.0,1
43,"['E87', 'F10', 'F12']",Heptabarbital,0.008108348,0.0,1
43,"['E87', 'F10', 'F12']",Hexobarbital,0.001803892,7.0,1
43,"['E87', 'F10', 'F12']",Penbutolol,0.038919533,1.0,1
43,"['E87', 'F10', 'F12']",Ephedra,7.162680017737472e-07,5.666666666666667,0
43,"['E87', 'F10', 'F12']",Ephedrine,0.001241215,22.0,0
43,"['E87', 'F10', 'F12']",Ginkgo biloba,0.003259697,6.333333333333333,1
43,"['E87', 'F10', 'F12']",Yohimbine,2.3246088143062207e-08,118.66666666666669,1
43,"['E87', 'F10', 'F12']",Methotrimeprazine,1.5830751448348413e-13,3.0,1
43,"['E87', 'F10', 'F12']",Ginseng,0.016703071,12.333333333333334,1
43,"['E87', 'F10', 'F12']",Testosterone propionate,0.000137373,1.3333333333333333,1
43,"['E87', 'F10', 'F12']",Oxybenzone,0.027359079,0.0,0
43,"['E87', 'F10', 'F12']",Heroin,0.000607858,1438.0,0
43,"['E87', 'F10', 'F12']",Flunitrazepam,0.000188565,51.666666666666664,0
43,"['E87', 'F10', 'F12']",Bromazepam,2.1905744373276093e-05,8.666666666666666,1
43,"['E87', 'F10', 'F12']",Clotiazepam,0.000236695,0.0,1
43,"['E87', 'F10', 'F12']",Fludiazepam,8.304785188919026e-05,0.0,1
43,"['E87', 'F10', 'F12']",Dextroamphetamine,0.003259697,117.0,1
43,"['E87', 'F10', 'F12']",Methamphetamine,1.1447827551057913e-06,745.0,0
43,"['E87', 'F10', 'F12']",Phendimetrazine,0.016703071,1.0,1
43,"['E87', 'F10', 'F12']",Ketazolam,0.006269885,0.0,1
43,"['E87', 'F10', 'F12']",Prazepam,0.000110645,1.0,1
43,"['E87', 'F10', 'F12']",Quazepam,0.000188565,1.0,1
43,"['E87', 'F10', 'F12']",Cinolazepam,8.304785188919026e-05,0.0,1
43,"['E87', 'F10', 'F12']",Nitrazepam,1.741757645753202e-05,14.0,1
43,"['E87', 'F10', 'F12']",Propericiazine,0.000607858,0.6666666666666666,1
43,"['E87', 'F10', 'F12']",Acepromazine,2.1400493904788265e-06,4.666666666666667,1
43,"['E87', 'F10', 'F12']",Molindone,0.000607858,1.6666666666666667,1
43,"['E87', 'F10', 'F12']",Pipotiazine,0.000335737,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Thioproperazine,2.1400493904788265e-06,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Thiothixene,0.003259697,3.0,1
43,"['E87', 'F10', 'F12']",Zuclopenthixol,2.1400493904788265e-06,4.0,1
43,"['E87', 'F10', 'F12']",Pargyline,0.007590535,15.0,1
43,"['E87', 'F10', 'F12']",Prasterone,0.023625821,28.0,1
43,"['E87', 'F10', 'F12']",Taurine,0.014931323,335.0,1
43,"['E87', 'F10', 'F12']",Resveratrol,0.014085743,15.666666666666666,1
43,"['E87', 'F10', 'F12']",Estriol,0.038919533,8.0,1
43,"['E87', 'F10', 'F12']",Debrisoquin,0.027359079,4.0,1
43,"['E87', 'F10', 'F12']",Fluspirilene,0.016703071,0.0,1
43,"['E87', 'F10', 'F12']",Dronedarone,0.047325208,0.0,1
43,"['E87', 'F10', 'F12']",Milnacipran,0.016703071,13.666666666666666,1
43,"['E87', 'F10', 'F12']",Flibanserin,0.000607858,5.333333333333333,1
43,"['E87', 'F10', 'F12']",Iloperidone,2.156217401743479e-09,0.6666666666666666,1
43,"['E87', 'F10', 'F12']",Lofexidine,0.000478743,19.666666666666668,1
43,"['E87', 'F10', 'F12']",Rotigotine,7.914382489611644e-06,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Pimavanserin,0.007590535,1.6666666666666667,1
43,"['E87', 'F10', 'F12']",Cariprazine,0.000137373,3.3333333333333335,1
43,"['E87', 'F10', 'F12']",Sertindole,0.000335737,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Mianserin,7.584255712807163e-15,2.0,1
43,"['E87', 'F10', 'F12']",Pizotifen,1.0177618596993837e-07,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Lasofoxifene,0.016703071,0.0,1
43,"['E87', 'F10', 'F12']",Tapentadol,2.3654133975031066e-07,6.0,1
43,"['E87', 'F10', 'F12']",Asenapine,2.6379792529816937e-11,1.6666666666666667,1
43,"['E87', 'F10', 'F12']",Nalmefene,0.002113882,0.5,1
43,"['E87', 'F10', 'F12']",Droxidopa,0.014931323,2.6666666666666665,1
43,"['E87', 'F10', 'F12']",Alvimopan,0.000200068,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Amisulpride,0.000607858,7.333333333333333,1
43,"['E87', 'F10', 'F12']",Rilonacept,0.016703071,0.0,1
43,"['E87', 'F10', 'F12']",Oxymetholone,0.014931323,1.0,1
43,"['E87', 'F10', 'F12']",Safinamide,0.038919533,0.0,1
43,"['E87', 'F10', 'F12']",Vilazodone,0.038919533,3.3333333333333335,1
43,"['E87', 'F10', 'F12']",Desvenlafaxine,0.016703071,90.0,1
43,"['E87', 'F10', 'F12']",Dexmethylphenidate,0.000607858,1.3333333333333333,1
43,"['E87', 'F10', 'F12']",Fesoterodine,0.004626754,3.0,1
43,"['E87', 'F10', 'F12']",Naphazoline,0.007590535,0.0,0
43,"['E87', 'F10', 'F12']",Ketobemidone,0.010169156,3.6666666666666665,1
43,"['E87', 'F10', 'F12']",Capsaicin,0.000478743,25.666666666666668,0
43,"['E87', 'F10', 'F12']",Methylnaltrexone,0.016703071,1.3333333333333333,1
43,"['E87', 'F10', 'F12']",Nandrolone decanoate,0.000607858,2.6666666666666665,1
43,"['E87', 'F10', 'F12']",Bopindolol,0.038919533,1.0,1
43,"['E87', 'F10', 'F12']",Cinitapride,0.016703071,0.0,1
43,"['E87', 'F10', 'F12']",Lurasidone,7.644972732691961e-05,4.0,1
43,"['E87', 'F10', 'F12']",Fluticasone furoate,0.016703071,1.0,0
43,"['E87', 'F10', 'F12']",Afatinib,0.038919533,0.0,0
43,"['E87', 'F10', 'F12']",Levomilnacipran,0.004626754,1.3333333333333333,1
43,"['E87', 'F10', 'F12']",Perospirone,7.914382489611644e-06,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Captodiame,0.016703071,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Butriptyline,0.016703071,0.0,1
43,"['E87', 'F10', 'F12']",Cytisine,0.038919533,6.0,1
43,"['E87', 'F10', 'F12']",Cannabidiol,7.384732686307046e-09,368.6666666666667,1
43,"['E87', 'F10', 'F12']",Vortioxetine,0.001141381,9.333333333333334,1
43,"['E87', 'F10', 'F12']",Umeclidinium,0.003259697,0.6666666666666666,0
43,"['E87', 'F10', 'F12']",Eugenol,0.027359079,3.0,0
43,"['E87', 'F10', 'F12']",Quinagolide,0.007590535,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Brexpiprazole,0.003259697,5.666666666666667,1
43,"['E87', 'F10', 'F12']",Etizolam,0.004626754,7.333333333333333,1
43,"['E87', 'F10', 'F12']",Dosulepin,1.2692313817858247e-09,8.0,1
43,"['E87', 'F10', 'F12']",Lorpiprazole,4.378212961198849e-06,0.0,1
43,"['E87', 'F10', 'F12']",Pholcodine,0.000200068,0.6666666666666666,1
43,"['E87', 'F10', 'F12']",Blonanserin,0.001241215,0.6666666666666666,1
43,"['E87', 'F10', 'F12']",Zotepine,4.378212961198849e-06,0.6666666666666666,1
43,"['E87', 'F10', 'F12']",Pirlindole,0.000200068,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Eluxadoline,0.002113882,0.0,1
43,"['E87', 'F10', 'F12']",Pipamperone,1.2337576059736148e-10,0.6666666666666666,1
43,"['E87', 'F10', 'F12']",Propacetamol,0.038919533,0.0,0
43,"['E87', 'F10', 'F12']",Tianeptine,0.001241215,12.0,1
43,"['E87', 'F10', 'F12']",Setiptiline,0.007590535,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Osimertinib,0.038919533,0.0,0
43,"['E87', 'F10', 'F12']",Norethynodrel,0.016703071,0.3333333333333333,0
43,"['E87', 'F10', 'F12']",Norgestrel,0.038919533,1.0,0
43,"['E87', 'F10', 'F12']",Foreskin keratinocyte (neonatal),0.012509293,0.0,0
43,"['E87', 'F10', 'F12']",Homosalate,0.016703071,0.0,0
43,"['E87', 'F10', 'F12']",Opium,0.003259697,103.66666666666669,0
43,"['E87', 'F10', 'F12']",Pentoxyverine,0.027359079,0.0,1
43,"['E87', 'F10', 'F12']",Enzacamene,0.027359079,0.0,1
43,"['E87', 'F10', 'F12']",Dihydroergocornine,0.016703071,0.0,1
43,"['E87', 'F10', 'F12']",Dihydro-alpha-ergocryptine,0.000607858,0.0,1
43,"['E87', 'F10', 'F12']",DL-Methylephedrine,0.016703071,0.0,1
43,"['E87', 'F10', 'F12']",Gestrinone,0.002113882,0.0,1
43,"['E87', 'F10', 'F12']",Naldemedine,0.002113882,1.5,1
43,"['E87', 'F10', 'F12']",Apalutamide,0.014931323,0.0,0
43,"['E87', 'F10', 'F12']",Telotristat ethyl,0.007590535,0.0,1
43,"['E87', 'F10', 'F12']",Propiverine,0.010169156,0.6666666666666666,0
43,"['E87', 'F10', 'F12']",Tiapride,7.002289414485947e-08,31.5,1
43,"['E87', 'F10', 'F12']",Ferrous sulfate,0.047325208,2.6666666666666665,1
43,"['E87', 'F10', 'F12']",Dihydroergocristine,0.000607858,0.3333333333333333,1
43,"['E87', 'F10', 'F12']",Lormetazepam,0.001241215,3.3333333333333335,1
43,"['E87', 'F10', 'F12']",Testosterone cypionate,0.001141381,1.0,1
43,"['E87', 'F10', 'F12']",Testosterone enanthate,0.001141381,1.0,1
43,"['E87', 'F10', 'F12']",Testosterone undecanoate,0.001141381,0.0,1
43,"['E87', 'F10', 'F12']",Nabiximols,9.014069219907733e-08,34.333333333333336,1
43,"['E87', 'F10', 'F12']",Aripiprazole lauroxil,1.884938364847944e-15,0.0,1
44,"['F11', 'F13', 'F19']",Cyclosporine,0.026123754,62.666666666666664,0
44,"['F11', 'F13', 'F19']",Fluvoxamine,0.012723993,69.33333333333333,1
44,"['F11', 'F13', 'F19']",Amphetamine,0.015392135,2473.6666666666665,0
44,"['F11', 'F13', 'F19']",Tramadol,9.680197275114506e-09,376.6666666666667,1
44,"['F11', 'F13', 'F19']",Caffeine,0.024376457,320.5,1
44,"['F11', 'F13', 'F19']",Citalopram,0.000220141,182.33333333333337,1
44,"['F11', 'F13', 'F19']",Eletriptan,0.012723993,0.6666666666666666,0
44,"['F11', 'F13', 'F19']",Nelfinavir,0.015392135,5.5,1
44,"['F11', 'F13', 'F19']",Indinavir,0.012723993,4.666666666666667,0
44,"['F11', 'F13', 'F19']",Lovastatin,0.01823697,25.0,0
44,"['F11', 'F13', 'F19']",Reboxetine,0.001653405,12.666666666666666,1
44,"['F11', 'F13', 'F19']",Ziprasidone,3.637062091871715e-09,46.333333333333336,1
44,"['F11', 'F13', 'F19']",Methysergide,0.006445459,90.0,1
44,"['F11', 'F13', 'F19']",Cabergoline,7.215278118070296e-08,7.333333333333333,0
44,"['F11', 'F13', 'F19']",Diethylstilbestrol,0.019784381,26.333333333333332,0
44,"['F11', 'F13', 'F19']",Clotrimazole,0.022787176,13.666666666666666,0
44,"['F11', 'F13', 'F19']",Metoprolol,0.003333855,51.333333333333336,0
44,"['F11', 'F13', 'F19']",Ropinirole,1.2416440931035118e-10,20.0,1
44,"['F11', 'F13', 'F19']",Amsacrine,0.003333855,1.6666666666666667,1
