"Trajectory","Disease.list","Drug","X","ICD_each","Disease.Name","result_pubmed_count"
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"G31","Leigh disease",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"L21","Seborrheic dermatitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"C10","Malignant neoplasm of oropharynx",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"H10","Conjunctivitis",1
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Ingenol mebutate",NA,"N62","gynecomastia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"F70","Mild Mental Retardation",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"D75","polycythemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"G31","Leigh disease",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"L21","Seborrheic dermatitis",1
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"C10","Malignant neoplasm of oropharynx",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"H10","Conjunctivitis",41
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Brimonidine",NA,"N62","gynecomastia",1
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"F70","Mild Mental Retardation",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"D75","polycythemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"G31","Leigh disease",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"L21","Seborrheic dermatitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"C10","Malignant neoplasm of oropharynx",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"H10","Conjunctivitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Serdexmethylphenidate",NA,"N62","gynecomastia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"F70","Mild Mental Retardation",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"D75","polycythemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"G31","Leigh disease",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"L21","Seborrheic dermatitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"C10","Malignant neoplasm of oropharynx",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"H10","Conjunctivitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Propiomazine",NA,"N62","gynecomastia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"F70","Mild Mental Retardation",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"D75","polycythemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"G31","Leigh disease",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"L21","Seborrheic dermatitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"C10","Malignant neoplasm of oropharynx",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"H10","Conjunctivitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Acetophenazine",NA,"N62","gynecomastia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"F70","Mild Mental Retardation",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"D75","polycythemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"G31","Leigh disease",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"L21","Seborrheic dermatitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"C10","Malignant neoplasm of oropharynx",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"H10","Conjunctivitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Molindone",NA,"N62","gynecomastia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"F70","Mild Mental Retardation",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"D75","polycythemia",1
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"G31","Leigh disease",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"L21","Seborrheic dermatitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"C10","Malignant neoplasm of oropharynx",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"H10","Conjunctivitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Pizotifen",NA,"N62","gynecomastia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"F70","Mild Mental Retardation",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"D75","polycythemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"G31","Leigh disease",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"L21","Seborrheic dermatitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"C10","Malignant neoplasm of oropharynx",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"H10","Conjunctivitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Nalbuphine",NA,"N62","gynecomastia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"F70","Mild Mental Retardation",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"D75","polycythemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"G31","Leigh disease",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"L21","Seborrheic dermatitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"C10","Malignant neoplasm of oropharynx",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"H10","Conjunctivitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Levorphanol",NA,"N62","gynecomastia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"F70","Mild Mental Retardation",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"D75","polycythemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"D52","Megaloblastic anemia due to folate deficiency",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"F10","alcohol use disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"F22","delusional disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"F23","Acute transient psychotic disorder",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"G31","Leigh disease",3
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"L21","Seborrheic dermatitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"C09","Malignant neoplasm tonsil",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"C10","Malignant neoplasm of oropharynx",2
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"C13","Hypopharyngeal Cancer",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"E53","pyridoxine deficiency anemia",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"H10","Conjunctivitis",0
"119","['F70', 'D75', 'D52', 'F10', 'F22', 'F23', 'G31', 'L21', 'C09', 'C10', 'C13', 'E53', 'H10', 'N62']","Remifentanil",NA,"N62","gynecomastia",0
